id_municipio,nome,sigla_uf,id_uf,regiao,ano,indicador_lag1,indicador_lag2,tendencia_historica,gap_historico_vs_meta_municipio,gap_historico_vs_meta_nacional,meta_municipio,meta_nacional,quantidade_matriculas,PIB_per_capita,IDHM,indicador_alfabetizacao,meta_atingida,target_meta_atingida
1100217,MUNICIPIO_RO_217,RO,11,Norte,2023,76.73,78.22,-1.49,-0.68,16.73,77.41,60.0,180,15521.05,0.88,84.22,True,1
1100217,MUNICIPIO_RO_217,RO,11,Norte,2024,84.22,76.73,7.49,1.99,19.22,82.23,65.0,180,15521.05,0.88,95.05,True,1
1100244,MUNICIPIO_RO_244,RO,11,Norte,2022,71.73,,,-4.34,15.73,76.07,56.0,73,28888.24,0.88,73.87,True,1
1100244,MUNICIPIO_RO_244,RO,11,Norte,2023,73.87,71.73,2.14,-1.28,13.87,75.15,60.0,73,28888.24,0.88,69.74,True,1
1100244,MUNICIPIO_RO_244,RO,11,Norte,2024,69.74,73.87,-4.13,-8.07,4.74,77.81,65.0,73,28888.24,0.88,73.1,True,1
1100271,MUNICIPIO_RO_271,RO,11,Norte,2022,48.53,,,-5.99,-7.47,54.52,56.0,875,29225.9,0.777,43.67,False,0
1100271,MUNICIPIO_RO_271,RO,11,Norte,2023,43.67,48.53,-4.86,-15.06,-16.33,58.73,60.0,875,29225.9,0.777,36.92,False,0
1100271,MUNICIPIO_RO_271,RO,11,Norte,2024,36.92,43.67,-6.75,-25.82,-28.08,62.74,65.0,875,29225.9,0.777,36.93,False,0
1100298,MUNICIPIO_RO_298,RO,11,Norte,2022,60.58,,,-1.66,4.58,62.24,56.0,1596,25393.49,0.844,63.45,True,1
1100298,MUNICIPIO_RO_298,RO,11,Norte,2023,63.45,60.58,2.87,-2.85,3.45,66.3,60.0,1596,25393.49,0.844,61.48,True,1
1100298,MUNICIPIO_RO_298,RO,11,Norte,2024,61.48,63.45,-1.97,-3.7,-3.52,65.18,65.0,1596,25393.49,0.844,57.73,True,1
1100325,MUNICIPIO_RO_325,RO,11,Norte,2022,64.07,,,-1.41,8.07,65.48,56.0,524,27341.59,0.815,70.34,True,1
1100325,MUNICIPIO_RO_325,RO,11,Norte,2023,70.34,64.07,6.27,5.37,10.34,64.97,60.0,524,27341.59,0.815,71.5,True,1
1100325,MUNICIPIO_RO_325,RO,11,Norte,2024,71.5,70.34,1.16,4.43,6.5,67.07,65.0,524,27341.59,0.815,70.59,True,1
1100352,MUNICIPIO_RO_352,RO,11,Norte,2022,63.01,,,-1.96,7.01,64.97,56.0,947,94645.96,0.838,64.03,True,1
1100352,MUNICIPIO_RO_352,RO,11,Norte,2023,64.03,63.01,1.02,-1.45,4.03,65.48,60.0,947,94645.96,0.838,63.39,True,1
1100352,MUNICIPIO_RO_352,RO,11,Norte,2024,63.39,64.03,-0.64,-3.83,-1.61,67.22,65.0,947,94645.96,0.838,66.45,True,1
1100379,MUNICIPIO_RO_379,RO,11,Norte,2022,61.28,,,-5.68,5.28,66.96,56.0,748,39591.42,0.79,62.0,True,1
1100379,MUNICIPIO_RO_379,RO,11,Norte,2023,62.0,61.28,0.72,-3.55,2.0,65.55,60.0,748,39591.42,0.79,68.3,True,1
1100379,MUNICIPIO_RO_379,RO,11,Norte,2024,68.3,62.0,6.3,-0.98,3.3,69.28,65.0,748,39591.42,0.79,72.21,True,1
1100406,MUNICIPIO_RO_406,RO,11,Norte,2022,72.31,,,-0.08,16.31,72.39,56.0,4244,41853.07,0.818,72.8,True,1
1100406,MUNICIPIO_RO_406,RO,11,Norte,2023,72.8,72.31,0.49,-3.38,12.8,76.18,60.0,4244,41853.07,0.818,77.96,True,1
1100406,MUNICIPIO_RO_406,RO,11,Norte,2024,77.96,72.8,5.16,2.09,12.96,75.87,65.0,4244,41853.07,0.818,76.23,True,1
1100433,MUNICIPIO_RO_433,RO,11,Norte,2022,72.91,,,-3.09,16.91,76.0,56.0,400,31627.42,0.877,68.35,True,1
1100433,MUNICIPIO_RO_433,RO,11,Norte,2023,68.35,72.91,-4.56,-5.58,8.35,73.93,60.0,400,31627.42,0.877,74.18,True,1
1100433,MUNICIPIO_RO_433,RO,11,Norte,2024,74.18,68.35,5.83,-1.07,9.18,75.25,65.0,400,31627.42,0.877,74.14,True,1
1100460,MUNICIPIO_RO_460,RO,11,Norte,2022,63.41,,,1.68,7.41,61.73,56.0,285,22235.43,0.749,66.72,True,1
1100460,MUNICIPIO_RO_460,RO,11,Norte,2023,66.72,63.41,3.31,0.83,6.72,65.89,60.0,285,22235.43,0.749,65.14,True,1
1100460,MUNICIPIO_RO_460,RO,11,Norte,2024,65.14,66.72,-1.58,-2.29,0.14,67.43,65.0,285,22235.43,0.749,65.52,True,1
1100487,MUNICIPIO_RO_487,RO,11,Norte,2022,54.86,,,-1.5,-1.14,56.36,56.0,1417,59220.48,0.77,61.55,True,1
1100487,MUNICIPIO_RO_487,RO,11,Norte,2023,61.55,54.86,6.69,1.17,1.55,60.38,60.0,1417,59220.48,0.77,64.72,True,1
1100487,MUNICIPIO_RO_487,RO,11,Norte,2024,64.72,61.55,3.17,3.1,-0.28,61.62,65.0,1417,59220.48,0.77,64.45,True,1
1100514,MUNICIPIO_RO_514,RO,11,Norte,2022,60.31,,,-2.44,4.31,62.75,56.0,1833,45176.72,0.809,60.65,True,1
1100514,MUNICIPIO_RO_514,RO,11,Norte,2023,60.65,60.31,0.34,-3.28,0.65,63.93,60.0,1833,45176.72,0.809,61.02,True,1
1100514,MUNICIPIO_RO_514,RO,11,Norte,2024,61.02,60.65,0.37,-6.93,-3.98,67.95,65.0,1833,45176.72,0.809,68.76,True,1
1100541,MUNICIPIO_RO_541,RO,11,Norte,2022,50.37,,,0.72,-5.63,49.65,56.0,747,94116.01,0.738,51.63,True,1
1100541,MUNICIPIO_RO_541,RO,11,Norte,2023,51.63,50.37,1.26,2.3,-8.37,49.33,60.0,747,94116.01,0.738,58.8,True,1
1100541,MUNICIPIO_RO_541,RO,11,Norte,2024,58.8,51.63,7.17,6.84,-6.2,51.96,65.0,747,94116.01,0.738,59.8,True,1
1100568,MUNICIPIO_RO_568,RO,11,Norte,2022,56.14,,,-2.39,0.14,58.53,56.0,3729,35026.42,0.82,60.2,True,1
1100568,MUNICIPIO_RO_568,RO,11,Norte,2023,60.2,56.14,4.06,-0.11,0.2,60.31,60.0,3729,35026.42,0.82,61.92,True,1
1100568,MUNICIPIO_RO_568,RO,11,Norte,2024,61.92,60.2,1.72,-0.69,-3.08,62.61,65.0,3729,35026.42,0.82,66.5,True,1
1100595,MUNICIPIO_RO_595,RO,11,Norte,2022,55.94,,,-1.29,-0.06,57.23,56.0,1213,21070.19,0.758,56.11,True,1
1100595,MUNICIPIO_RO_595,RO,11,Norte,2023,56.11,55.94,0.17,-1.8,-3.89,57.91,60.0,1213,21070.19,0.758,54.83,True,1
1100595,MUNICIPIO_RO_595,RO,11,Norte,2024,54.83,56.11,-1.28,-1.69,-10.17,56.52,65.0,1213,21070.19,0.758,55.99,True,1
1100622,MUNICIPIO_RO_622,RO,11,Norte,2022,61.23,,,0.33,5.23,60.9,56.0,1381,29370.88,0.722,62.61,True,1
1100622,MUNICIPIO_RO_622,RO,11,Norte,2023,62.61,61.23,1.38,-1.83,2.61,64.44,60.0,1381,29370.88,0.722,65.23,True,1
1100622,MUNICIPIO_RO_622,RO,11,Norte,2024,65.23,62.61,2.62,1.85,0.23,63.38,65.0,1381,29370.88,0.722,71.1,True,1
1100649,MUNICIPIO_RO_649,RO,11,Norte,2022,66.39,,,2.34,10.39,64.05,56.0,4429,46147.11,0.788,64.04,True,1
1100649,MUNICIPIO_RO_649,RO,11,Norte,2023,64.04,66.39,-2.35,-0.09,4.04,64.13,60.0,4429,46147.11,0.788,70.79,True,1
1100649,MUNICIPIO_RO_649,RO,11,Norte,2024,70.79,64.04,6.75,1.76,5.79,69.03,65.0,4429,46147.11,0.788,72.19,True,1
1100676,MUNICIPIO_RO_676,RO,11,Norte,2022,54.68,,,0.73,-1.32,53.95,56.0,1323,73928.87,0.709,60.65,True,1
1100676,MUNICIPIO_RO_676,RO,11,Norte,2023,60.65,54.68,5.97,4.29,0.65,56.36,60.0,1323,73928.87,0.709,69.25,True,1
1100676,MUNICIPIO_RO_676,RO,11,Norte,2024,69.25,60.65,8.6,11.92,4.25,57.33,65.0,1323,73928.87,0.709,69.62,True,1
1100703,MUNICIPIO_RO_703,RO,11,Norte,2022,63.62,,,1.44,7.62,62.18,56.0,1269,47498.42,0.851,65.42,True,1
1100703,MUNICIPIO_RO_703,RO,11,Norte,2023,65.42,63.62,1.8,2.12,5.42,63.3,60.0,1269,47498.42,0.851,67.54,True,1
1100703,MUNICIPIO_RO_703,RO,11,Norte,2024,67.54,65.42,2.12,2.88,2.54,64.66,65.0,1269,47498.42,0.851,66.71,True,1
1100730,MUNICIPIO_RO_730,RO,11,Norte,2022,72.52,,,-0.79,16.52,73.31,56.0,25040,42515.62,0.855,74.2,True,1
1100730,MUNICIPIO_RO_730,RO,11,Norte,2023,74.2,72.52,1.68,1.37,14.2,72.83,60.0,25040,42515.62,0.855,75.52,True,1
1100730,MUNICIPIO_RO_730,RO,11,Norte,2024,75.52,74.2,1.32,-1.72,10.52,77.24,65.0,25040,42515.62,0.855,80.41,True,1
1100757,MUNICIPIO_RO_757,RO,11,Norte,2022,45.2,,,-2.01,-10.8,47.21,56.0,2464,57285.5,0.756,44.31,False,0
1100757,MUNICIPIO_RO_757,RO,11,Norte,2023,44.31,45.2,-0.89,-7.24,-15.69,51.55,60.0,2464,57285.5,0.756,45.57,False,0
1100757,MUNICIPIO_RO_757,RO,11,Norte,2024,45.57,44.31,1.26,-6.89,-19.43,52.46,65.0,2464,57285.5,0.756,50.47,True,1
1100784,MUNICIPIO_RO_784,RO,11,Norte,2022,51.2,,,2.43,-4.8,48.77,56.0,538,51335.34,0.722,53.47,True,1
1100784,MUNICIPIO_RO_784,RO,11,Norte,2023,53.47,51.2,2.27,0.0,-6.53,53.47,60.0,538,51335.34,0.722,57.6,True,1
1100784,MUNICIPIO_RO_784,RO,11,Norte,2024,57.6,53.47,4.13,1.52,-7.4,56.08,65.0,538,51335.34,0.722,60.16,True,1
1100811,MUNICIPIO_RO_811,RO,11,Norte,2022,69.98,,,-6.5,13.98,76.48,56.0,284,25767.87,0.866,73.16,True,1
1100811,MUNICIPIO_RO_811,RO,11,Norte,2023,73.16,69.98,3.18,-4.28,13.16,77.44,60.0,284,25767.87,0.866,77.0,True,1
1100811,MUNICIPIO_RO_811,RO,11,Norte,2024,77.0,73.16,3.84,-0.98,12.0,77.98,65.0,284,25767.87,0.866,74.98,True,1
1100838,MUNICIPIO_RO_838,RO,11,Norte,2022,61.62,,,-1.61,5.62,63.23,56.0,1663,60063.02,0.811,62.68,True,1
1100838,MUNICIPIO_RO_838,RO,11,Norte,2023,62.68,61.62,1.06,-6.84,2.68,69.52,60.0,1663,60063.02,0.811,63.58,True,1
1100838,MUNICIPIO_RO_838,RO,11,Norte,2024,63.58,62.68,0.9,-7.16,-1.42,70.74,65.0,1663,60063.02,0.811,65.64,True,1
1100865,MUNICIPIO_RO_865,RO,11,Norte,2022,78.46,,,2.18,22.46,76.28,56.0,935,50500.81,0.869,76.02,True,1
1100865,MUNICIPIO_RO_865,RO,11,Norte,2023,76.02,78.46,-2.44,-1.73,16.02,77.75,60.0,935,50500.81,0.869,75.01,True,1
1100865,MUNICIPIO_RO_865,RO,11,Norte,2024,75.01,76.02,-1.01,-7.05,10.01,82.06,65.0,935,50500.81,0.869,72.87,True,1
1100892,MUNICIPIO_RO_892,RO,11,Norte,2022,51.59,,,3.14,-4.41,48.45,56.0,11836,35979.89,0.767,59.61,True,1
1100892,MUNICIPIO_RO_892,RO,11,Norte,2023,59.61,51.59,8.02,9.49,-0.39,50.12,60.0,11836,35979.89,0.767,57.54,True,1
1100892,MUNICIPIO_RO_892,RO,11,Norte,2024,57.54,59.61,-2.07,1.94,-7.46,55.6,65.0,11836,35979.89,0.767,60.37,True,1
1100919,MUNICIPIO_RO_919,RO,11,Norte,2022,72.28,,,-0.47,16.28,72.75,56.0,632,76882.95,0.832,69.17,True,1
1100919,MUNICIPIO_RO_919,RO,11,Norte,2023,69.17,72.28,-3.11,-9.09,9.17,78.26,60.0,632,76882.95,0.832,72.24,True,1
1100919,MUNICIPIO_RO_919,RO,11,Norte,2024,72.24,69.17,3.07,-6.95,7.24,79.19,65.0,632,76882.95,0.832,71.78,True,1
1100946,MUNICIPIO_RO_946,RO,11,Norte,2022,65.13,,,-3.74,9.13,68.87,56.0,1845,16384.45,0.843,63.26,True,1
1100946,MUNICIPIO_RO_946,RO,11,Norte,2023,63.26,65.13,-1.87,-6.12,3.26,69.38,60.0,1845,16384.45,0.843,66.86,True,1
1100946,MUNICIPIO_RO_946,RO,11,Norte,2024,66.86,63.26,3.6,-3.31,1.86,70.17,65.0,1845,16384.45,0.843,63.53,True,1
1100973,MUNICIPIO_RO_973,RO,11,Norte,2022,52.89,,,0.42,-3.11,52.47,56.0,997,15812.19,0.737,54.43,True,1
1100973,MUNICIPIO_RO_973,RO,11,Norte,2023,54.43,52.89,1.54,4.27,-5.57,50.16,60.0,997,15812.19,0.737,54.67,True,1
1100973,MUNICIPIO_RO_973,RO,11,Norte,2024,54.67,54.43,0.24,0.03,-10.33,54.64,65.0,997,15812.19,0.737,59.3,True,1
1101000,MUNICIPIO_RO_1000,RO,11,Norte,2022,64.7,,,5.12,8.7,59.58,56.0,301,84527.04,0.816,72.65,True,1
1101000,MUNICIPIO_RO_1000,RO,11,Norte,2023,72.65,64.7,7.95,7.52,12.65,65.13,60.0,301,84527.04,0.816,75.71,True,1
1101000,MUNICIPIO_RO_1000,RO,11,Norte,2024,75.71,72.65,3.06,11.56,10.71,64.15,65.0,301,84527.04,0.816,70.96,True,1
1101027,MUNICIPIO_RO_1027,RO,11,Norte,2022,65.78,,,1.14,9.78,64.64,56.0,884,85712.96,0.862,69.7,True,1
1101027,MUNICIPIO_RO_1027,RO,11,Norte,2023,69.7,65.78,3.92,2.5,9.7,67.2,60.0,884,85712.96,0.862,69.41,True,1
1101027,MUNICIPIO_RO_1027,RO,11,Norte,2024,69.41,69.7,-0.29,2.08,4.41,67.33,65.0,884,85712.96,0.862,69.64,True,1
1101054,MUNICIPIO_RO_1054,RO,11,Norte,2022,73.72,,,1.34,17.72,72.38,56.0,2895,59224.51,0.853,78.93,True,1
1101054,MUNICIPIO_RO_1054,RO,11,Norte,2023,78.93,73.72,5.21,4.15,18.93,74.78,60.0,2895,59224.51,0.853,78.28,True,1
1101054,MUNICIPIO_RO_1054,RO,11,Norte,2024,78.28,78.93,-0.65,5.28,13.28,73.0,65.0,2895,59224.51,0.853,82.13,True,1
1101081,MUNICIPIO_RO_1081,RO,11,Norte,2022,68.11,,,0.08,12.11,68.03,56.0,2018,68817.19,0.84,63.57,True,1
1101081,MUNICIPIO_RO_1081,RO,11,Norte,2023,63.57,68.11,-4.54,-7.02,3.57,70.59,60.0,2018,68817.19,0.84,65.58,True,1
1101081,MUNICIPIO_RO_1081,RO,11,Norte,2024,65.58,63.57,2.01,-5.71,0.58,71.29,65.0,2018,68817.19,0.84,63.65,True,1
1101108,MUNICIPIO_RO_1108,RO,11,Norte,2022,42.65,,,-10.09,-13.35,52.74,56.0,227,85138.71,0.771,43.51,False,0
1101108,MUNICIPIO_RO_1108,RO,11,Norte,2023,43.51,42.65,0.86,-8.41,-16.49,51.92,60.0,227,85138.71,0.771,48.7,False,0
1101108,MUNICIPIO_RO_1108,RO,11,Norte,2024,48.7,43.51,5.19,-5.66,-16.3,54.36,65.0,227,85138.71,0.771,51.52,True,1
1101135,MUNICIPIO_RO_1135,RO,11,Norte,2022,71.0,,,-4.75,15.0,75.75,56.0,3597,32797.42,0.837,69.17,True,1
1101135,MUNICIPIO_RO_1135,RO,11,Norte,2023,69.17,71.0,-1.83,-9.26,9.17,78.43,60.0,3597,32797.42,0.837,69.62,True,1
1101135,MUNICIPIO_RO_1135,RO,11,Norte,2024,69.62,69.17,0.45,-11.11,4.62,80.73,65.0,3597,32797.42,0.837,73.22,True,1
1101162,MUNICIPIO_RO_1162,RO,11,Norte,2022,63.95,,,-0.81,7.95,64.76,56.0,814,32791.62,0.784,64.81,True,1
1101162,MUNICIPIO_RO_1162,RO,11,Norte,2023,64.81,63.95,0.86,1.12,4.81,63.69,60.0,814,32791.62,0.784,67.0,True,1
1101162,MUNICIPIO_RO_1162,RO,11,Norte,2024,67.0,64.81,2.19,-3.51,2.0,70.51,65.0,814,32791.62,0.784,70.52,True,1
1101189,MUNICIPIO_RO_1189,RO,11,Norte,2022,61.33,,,-3.52,5.33,64.85,56.0,3111,55835.62,0.793,65.43,True,1
1101189,MUNICIPIO_RO_1189,RO,11,Norte,2023,65.43,61.33,4.1,1.07,5.43,64.36,60.0,3111,55835.62,0.793,66.59,True,1
1101189,MUNICIPIO_RO_1189,RO,11,Norte,2024,66.59,65.43,1.16,-0.82,1.59,67.41,65.0,3111,55835.62,0.793,63.75,True,1
1101216,MUNICIPIO_RO_1216,RO,11,Norte,2022,59.0,,,-1.97,3.0,60.97,56.0,570,57040.72,0.826,58.91,True,1
1101216,MUNICIPIO_RO_1216,RO,11,Norte,2023,58.91,59.0,-0.09,-5.76,-1.09,64.67,60.0,570,57040.72,0.826,60.45,True,1
1101216,MUNICIPIO_RO_1216,RO,11,Norte,2024,60.45,58.91,1.54,-2.79,-4.55,63.24,65.0,570,57040.72,0.826,63.53,True,1
1101243,MUNICIPIO_RO_1243,RO,11,Norte,2022,69.81,,,-0.25,13.81,70.06,56.0,3294,22888.36,0.88,73.49,True,1
1101243,MUNICIPIO_RO_1243,RO,11,Norte,2023,73.49,69.81,3.68,3.18,13.49,70.31,60.0,3294,22888.36,0.88,76.69,True,1
1101243,MUNICIPIO_RO_1243,RO,11,Norte,2024,76.69,73.49,3.2,4.14,11.69,72.55,65.0,3294,22888.36,0.88,81.4,True,1
1101270,MUNICIPIO_RO_1270,RO,11,Norte,2022,51.27,,,-1.81,-4.73,53.08,56.0,350,45614.75,0.75,52.34,True,1
1101270,MUNICIPIO_RO_1270,RO,11,Norte,2023,52.34,51.27,1.07,0.39,-7.66,51.95,60.0,350,45614.75,0.75,48.32,False,0
1101270,MUNICIPIO_RO_1270,RO,11,Norte,2024,48.32,52.34,-4.02,-7.76,-16.68,56.08,65.0,350,45614.75,0.75,46.02,False,0
1101297,MUNICIPIO_RO_1297,RO,11,Norte,2022,63.56,,,-5.22,7.56,68.78,56.0,2461,86601.32,0.844,65.64,True,1
1101297,MUNICIPIO_RO_1297,RO,11,Norte,2023,65.64,63.56,2.08,-3.71,5.64,69.35,60.0,2461,86601.32,0.844,67.53,True,1
1101297,MUNICIPIO_RO_1297,RO,11,Norte,2024,67.53,65.64,1.89,-3.16,2.53,70.69,65.0,2461,86601.32,0.844,68.3,True,1
1101324,MUNICIPIO_RO_1324,RO,11,Norte,2022,62.31,,,-4.25,6.31,66.56,56.0,2046,22781.1,0.824,70.07,True,1
1101324,MUNICIPIO_RO_1324,RO,11,Norte,2023,70.07,62.31,7.76,2.82,10.07,67.25,60.0,2046,22781.1,0.824,67.69,True,1
1101324,MUNICIPIO_RO_1324,RO,11,Norte,2024,67.69,70.07,-2.38,-1.35,2.69,69.04,65.0,2046,22781.1,0.824,73.56,True,1
1101351,MUNICIPIO_RO_1351,RO,11,Norte,2022,59.0,,,1.91,3.0,57.09,56.0,3588,50267.43,0.795,58.58,True,1
1101351,MUNICIPIO_RO_1351,RO,11,Norte,2023,58.58,59.0,-0.42,-1.68,-1.42,60.26,60.0,3588,50267.43,0.795,60.5,True,1
1101351,MUNICIPIO_RO_1351,RO,11,Norte,2024,60.5,58.58,1.92,-2.93,-4.5,63.43,65.0,3588,50267.43,0.795,61.62,True,1
1101378,MUNICIPIO_RO_1378,RO,11,Norte,2022,64.93,,,-3.14,8.93,68.07,56.0,919,94809.23,0.852,61.91,True,1
1101378,MUNICIPIO_RO_1378,RO,11,Norte,2023,61.91,64.93,-3.02,-4.31,1.91,66.22,60.0,919,94809.23,0.852,66.46,True,1
1101378,MUNICIPIO_RO_1378,RO,11,Norte,2024,66.46,61.91,4.55,-4.48,1.46,70.94,65.0,919,94809.23,0.852,69.85,True,1
1101405,MUNICIPIO_RO_1405,RO,11,Norte,2022,57.26,,,-4.58,1.26,61.84,56.0,1088,38357.33,0.792,59.37,True,1
1101405,MUNICIPIO_RO_1405,RO,11,Norte,2023,59.37,57.26,2.11,-4.39,-0.63,63.76,60.0,1088,38357.33,0.792,63.99,True,1
1101405,MUNICIPIO_RO_1405,RO,11,Norte,2024,63.99,59.37,4.62,0.49,-1.01,63.5,65.0,1088,38357.33,0.792,66.67,True,1
1101432,MUNICIPIO_RO_1432,RO,11,Norte,2022,67.75,,,8.34,11.75,59.41,56.0,1663,14254.39,0.811,70.61,True,1
1101432,MUNICIPIO_RO_1432,RO,11,Norte,2023,70.61,67.75,2.86,5.67,10.61,64.94,60.0,1663,14254.39,0.811,70.93,True,1
1101432,MUNICIPIO_RO_1432,RO,11,Norte,2024,70.93,70.61,0.32,6.02,5.93,64.91,65.0,1663,14254.39,0.811,67.92,True,1
1101459,MUNICIPIO_RO_1459,RO,11,Norte,2022,76.55,,,5.22,20.55,71.33,56.0,3192,28846.46,0.826,76.97,True,1
1101459,MUNICIPIO_RO_1459,RO,11,Norte,2023,76.97,76.55,0.42,4.46,16.97,72.51,60.0,3192,28846.46,0.826,78.14,True,1
1101459,MUNICIPIO_RO_1459,RO,11,Norte,2024,78.14,76.97,1.17,4.21,13.14,73.93,65.0,3192,28846.46,0.826,79.73,True,1
1101486,MUNICIPIO_RO_1486,RO,11,Norte,2022,60.77,,,-6.67,4.77,67.44,56.0,2454,90496.29,0.85,59.84,True,1
1101486,MUNICIPIO_RO_1486,RO,11,Norte,2023,59.84,60.77,-0.93,-10.51,-0.16,70.35,60.0,2454,90496.29,0.85,64.91,True,1
1101486,MUNICIPIO_RO_1486,RO,11,Norte,2024,64.91,59.84,5.07,-2.86,-0.09,67.77,65.0,2454,90496.29,0.85,65.96,True,1
1101513,MUNICIPIO_RO_1513,RO,11,Norte,2022,58.47,,,-2.88,2.47,61.35,56.0,394,29093.74,0.843,58.36,True,1
1101513,MUNICIPIO_RO_1513,RO,11,Norte,2023,58.36,58.47,-0.11,-6.06,-1.64,64.42,60.0,394,29093.74,0.843,58.2,True,1
1101513,MUNICIPIO_RO_1513,RO,11,Norte,2024,58.2,58.36,-0.16,-3.51,-6.8,61.71,65.0,394,29093.74,0.843,60.24,True,1
1101540,MUNICIPIO_RO_1540,RO,11,Norte,2022,77.32,,,5.18,21.32,72.14,56.0,899,66184.76,0.814,78.58,True,1
1101540,MUNICIPIO_RO_1540,RO,11,Norte,2023,78.58,77.32,1.26,3.33,18.58,75.25,60.0,899,66184.76,0.814,75.64,True,1
1101540,MUNICIPIO_RO_1540,RO,11,Norte,2024,75.64,78.58,-2.94,-0.38,10.64,76.02,65.0,899,66184.76,0.814,78.08,True,1
1101567,MUNICIPIO_RO_1567,RO,11,Norte,2022,68.57,,,0.31,12.57,68.26,56.0,669,44785.97,0.829,70.65,True,1
1101567,MUNICIPIO_RO_1567,RO,11,Norte,2023,70.65,68.57,2.08,-0.31,10.65,70.96,60.0,669,44785.97,0.829,70.3,True,1
1101567,MUNICIPIO_RO_1567,RO,11,Norte,2024,70.3,70.65,-0.35,-3.08,5.3,73.38,65.0,669,44785.97,0.829,74.33,True,1
