id_municipio,nome,sigla_uf,id_uf,nome_uf,regiao,ano,indicador_alfabetizacao,meta_municipio,meta_nacional,gap_vs_meta_municipio,gap_vs_meta_nacional,status_meta_municipio,meta_atingida,quantidade_matriculas,PIB_per_capita,IDHM
2100008,MUNICIPIO_MA_8,MA,21,MARANHAO,Nordeste,2023,49.01,48.91,60.0,0.1,-10.99,ATINGIDA,False,766,20954.99,0.731
2100008,MUNICIPIO_MA_8,MA,21,MARANHAO,Nordeste,2024,48.95,50.15,65.0,-1.19,-16.05,NAO_ATINGIDA,False,766,20954.99,0.731
2200009,MUNICIPIO_PI_9,PI,22,PIAUI,Nordeste,2021,53.6,56.16,52.0,-2.55,1.6,NAO_ATINGIDA,True,1627,25381.37,0.796
2200009,MUNICIPIO_PI_9,PI,22,PIAUI,Nordeste,2022,56.64,56.39,56.0,0.25,0.64,ATINGIDA,True,1627,25381.37,0.796
2200009,MUNICIPIO_PI_9,PI,22,PIAUI,Nordeste,2023,56.04,56.83,60.0,-0.8,-3.96,NAO_ATINGIDA,True,1627,25381.37,0.796
2200009,MUNICIPIO_PI_9,PI,22,PIAUI,Nordeste,2024,56.55,59.83,65.0,-3.27,-8.45,NAO_ATINGIDA,True,1627,25381.37,0.796
2300010,MUNICIPIO_CE_10,CE,23,CEARA,Nordeste,2021,66.79,68.14,52.0,-1.35,14.79,NAO_ATINGIDA,True,827,83440.64,0.848
2300010,MUNICIPIO_CE_10,CE,23,CEARA,Nordeste,2022,67.03,71.23,56.0,-4.2,11.03,NAO_ATINGIDA,True,827,83440.64,0.848
2300010,MUNICIPIO_CE_10,CE,23,CEARA,Nordeste,2023,68.05,74.13,60.0,-6.09,8.05,NAO_ATINGIDA,True,827,83440.64,0.848
2300010,MUNICIPIO_CE_10,CE,23,CEARA,Nordeste,2024,70.76,77.06,65.0,-6.29,5.76,NAO_ATINGIDA,True,827,83440.64,0.848
2400011,MUNICIPIO_RN_11,RN,24,RIO GRANDE DO NORTE,Nordeste,2021,57.59,54.17,52.0,3.42,5.59,ATINGIDA,True,1062,92657.91,0.722
2400011,MUNICIPIO_RN_11,RN,24,RIO GRANDE DO NORTE,Nordeste,2022,66.48,57.3,56.0,9.18,10.48,ATINGIDA,True,1062,92657.91,0.722
2400011,MUNICIPIO_RN_11,RN,24,RIO GRANDE DO NORTE,Nordeste,2023,67.4,58.63,60.0,8.77,7.4,ATINGIDA,True,1062,92657.91,0.722
2400011,MUNICIPIO_RN_11,RN,24,RIO GRANDE DO NORTE,Nordeste,2024,69.81,62.36,65.0,7.45,4.81,ATINGIDA,True,1062,92657.91,0.722
2500012,MUNICIPIO_PB_12,PB,25,PARAIBA,Nordeste,2021,78.44,74.41,52.0,4.03,26.44,ATINGIDA,True,2703,32090.59,0.88
2500012,MUNICIPIO_PB_12,PB,25,PARAIBA,Nordeste,2022,77.21,77.73,56.0,-0.52,21.21,NAO_ATINGIDA,True,2703,32090.59,0.88
2500012,MUNICIPIO_PB_12,PB,25,PARAIBA,Nordeste,2023,80.48,77.02,60.0,3.45,20.48,ATINGIDA,True,2703,32090.59,0.88
2500012,MUNICIPIO_PB_12,PB,25,PARAIBA,Nordeste,2024,88.55,82.75,65.0,5.8,23.55,ATINGIDA,True,2703,32090.59,0.88
2600013,MUNICIPIO_PE_13,PE,26,PERNAMBUCO,Nordeste,2021,51.47,55.85,52.0,-4.38,-0.53,NAO_ATINGIDA,True,599,27481.04,0.776
2600013,MUNICIPIO_PE_13,PE,26,PERNAMBUCO,Nordeste,2022,53.18,55.5,56.0,-2.32,-2.82,NAO_ATINGIDA,True,599,27481.04,0.776
2600013,MUNICIPIO_PE_13,PE,26,PERNAMBUCO,Nordeste,2023,51.92,61.31,60.0,-9.39,-8.08,NAO_ATINGIDA,True,599,27481.04,0.776
2600013,MUNICIPIO_PE_13,PE,26,PERNAMBUCO,Nordeste,2024,58.07,59.31,65.0,-1.24,-6.93,NAO_ATINGIDA,True,599,27481.04,0.776
2700014,MUNICIPIO_AL_14,AL,27,ALAGOAS,Nordeste,2021,57.41,55.88,52.0,1.53,5.41,ATINGIDA,True,250,21418.3,0.801
2700014,MUNICIPIO_AL_14,AL,27,ALAGOAS,Nordeste,2022,62.84,56.44,56.0,6.39,6.84,ATINGIDA,True,250,21418.3,0.801
2700014,MUNICIPIO_AL_14,AL,27,ALAGOAS,Nordeste,2023,65.12,58.93,60.0,6.19,5.12,ATINGIDA,True,250,21418.3,0.801
2700014,MUNICIPIO_AL_14,AL,27,ALAGOAS,Nordeste,2024,68.96,60.98,65.0,7.98,3.96,ATINGIDA,True,250,21418.3,0.801
2800015,MUNICIPIO_SE_15,SE,28,SERGIPE,Nordeste,2021,66.24,65.59,52.0,0.65,14.24,ATINGIDA,True,1661,86460.15,0.841
2800015,MUNICIPIO_SE_15,SE,28,SERGIPE,Nordeste,2022,68.44,71.27,56.0,-2.84,12.44,NAO_ATINGIDA,True,1661,86460.15,0.841
2800015,MUNICIPIO_SE_15,SE,28,SERGIPE,Nordeste,2023,70.81,68.8,60.0,2.01,10.81,ATINGIDA,True,1661,86460.15,0.841
2800015,MUNICIPIO_SE_15,SE,28,SERGIPE,Nordeste,2024,70.17,71.58,65.0,-1.41,5.17,NAO_ATINGIDA,True,1661,86460.15,0.841
2900016,MUNICIPIO_BA_16,BA,29,BAHIA,Nordeste,2021,60.04,61.09,52.0,-1.05,8.04,NAO_ATINGIDA,True,2411,69427.3,0.772
2900016,MUNICIPIO_BA_16,BA,29,BAHIA,Nordeste,2022,63.9,65.19,56.0,-1.3,7.9,NAO_ATINGIDA,True,2411,69427.3,0.772
2900016,MUNICIPIO_BA_16,BA,29,BAHIA,Nordeste,2023,68.29,66.75,60.0,1.54,8.29,ATINGIDA,True,2411,69427.3,0.772
2900016,MUNICIPIO_BA_16,BA,29,BAHIA,Nordeste,2024,71.03,68.3,65.0,2.72,6.03,ATINGIDA,True,2411,69427.3,0.772
3100017,MUNICIPIO_MG_17,MG,31,MINAS GERAIS,Sudeste,2021,49.08,50.27,52.0,-1.19,-2.92,NAO_ATINGIDA,False,412,42520.41,0.712
3100017,MUNICIPIO_MG_17,MG,31,MINAS GERAIS,Sudeste,2022,51.6,50.97,56.0,0.64,-4.4,ATINGIDA,True,412,42520.41,0.712
3100017,MUNICIPIO_MG_17,MG,31,MINAS GERAIS,Sudeste,2023,53.14,52.69,60.0,0.45,-6.86,ATINGIDA,True,412,42520.41,0.712
3100017,MUNICIPIO_MG_17,MG,31,MINAS GERAIS,Sudeste,2024,59.0,54.27,65.0,4.73,-6.0,ATINGIDA,True,412,42520.41,0.712
3200018,MUNICIPIO_ES_18,ES,32,ESPIRITO SANTO,Sudeste,2021,51.69,48.93,52.0,2.75,-0.31,ATINGIDA,True,1956,71963.53,0.722
3200018,MUNICIPIO_ES_18,ES,32,ESPIRITO SANTO,Sudeste,2022,55.33,55.5,56.0,-0.17,-0.67,NAO_ATINGIDA,True,1956,71963.53,0.722
3200018,MUNICIPIO_ES_18,ES,32,ESPIRITO SANTO,Sudeste,2023,58.25,57.68,60.0,0.57,-1.75,ATINGIDA,True,1956,71963.53,0.722
3200018,MUNICIPIO_ES_18,ES,32,ESPIRITO SANTO,Sudeste,2024,59.53,59.12,65.0,0.41,-5.47,ATINGIDA,True,1956,71963.53,0.722
3300019,MUNICIPIO_RJ_19,RJ,33,RIO DE JANEIRO,Sudeste,2021,55.98,56.51,52.0,-0.54,3.98,NAO_ATINGIDA,True,3064,43963.11,0.756
3300019,MUNICIPIO_RJ_19,RJ,33,RIO DE JANEIRO,Sudeste,2022,53.74,57.31,56.0,-3.58,-2.26,NAO_ATINGIDA,True,3064,43963.11,0.756
3300019,MUNICIPIO_RJ_19,RJ,33,RIO DE JANEIRO,Sudeste,2023,52.59,58.91,60.0,-6.32,-7.41,NAO_ATINGIDA,True,3064,43963.11,0.756
3300019,MUNICIPIO_RJ_19,RJ,33,RIO DE JANEIRO,Sudeste,2024,54.55,62.78,65.0,-8.24,-10.45,NAO_ATINGIDA,True,3064,43963.11,0.756
3500020,MUNICIPIO_SP_20,SP,35,SAO PAULO,Sudeste,2021,53.95,49.0,52.0,4.95,1.95,ATINGIDA,True,2149,55021.36,0.757
3500020,MUNICIPIO_SP_20,SP,35,SAO PAULO,Sudeste,2022,58.61,50.67,56.0,7.94,2.61,ATINGIDA,True,2149,55021.36,0.757
3500020,MUNICIPIO_SP_20,SP,35,SAO PAULO,Sudeste,2023,61.66,55.54,60.0,6.12,1.66,ATINGIDA,True,2149,55021.36,0.757
3500020,MUNICIPIO_SP_20,SP,35,SAO PAULO,Sudeste,2024,64.7,57.77,65.0,6.93,-0.3,ATINGIDA,True,2149,55021.36,0.757
4100021,MUNICIPIO_PR_21,PR,41,PARANA,Sul,2021,64.7,62.79,52.0,1.91,12.7,ATINGIDA,True,4284,53625.85,0.819
4100021,MUNICIPIO_PR_21,PR,41,PARANA,Sul,2022,68.16,62.03,56.0,6.13,12.16,ATINGIDA,True,4284,53625.85,0.819
4100021,MUNICIPIO_PR_21,PR,41,PARANA,Sul,2023,67.34,65.23,60.0,2.11,7.34,ATINGIDA,True,4284,53625.85,0.819
4100021,MUNICIPIO_PR_21,PR,41,PARANA,Sul,2024,68.13,64.52,65.0,3.61,3.13,ATINGIDA,True,4284,53625.85,0.819
4200022,MUNICIPIO_SC_22,SC,42,SANTA CATARINA,Sul,2021,59.05,57.6,52.0,1.45,7.05,ATINGIDA,True,158,57039.5,0.815
4200022,MUNICIPIO_SC_22,SC,42,SANTA CATARINA,Sul,2022,63.82,61.58,56.0,2.24,7.82,ATINGIDA,True,158,57039.5,0.815
4200022,MUNICIPIO_SC_22,SC,42,SANTA CATARINA,Sul,2023,63.17,64.08,60.0,-0.91,3.17,NAO_ATINGIDA,True,158,57039.5,0.815
4200022,MUNICIPIO_SC_22,SC,42,SANTA CATARINA,Sul,2024,66.71,63.39,65.0,3.32,1.71,ATINGIDA,True,158,57039.5,0.815
4300023,MUNICIPIO_RS_23,RS,43,RIO GRANDE DO SUL,Sul,2021,41.98,48.53,52.0,-6.55,-10.02,NAO_ATINGIDA,False,2346,56102.43,0.797
4300023,MUNICIPIO_RS_23,RS,43,RIO GRANDE DO SUL,Sul,2022,44.03,47.9,56.0,-3.87,-11.97,NAO_ATINGIDA,False,2346,56102.43,0.797
4300023,MUNICIPIO_RS_23,RS,43,RIO GRANDE DO SUL,Sul,2023,43.16,48.68,60.0,-5.52,-16.84,NAO_ATINGIDA,False,2346,56102.43,0.797
4300023,MUNICIPIO_RS_23,RS,43,RIO GRANDE DO SUL,Sul,2024,44.31,55.36,65.0,-11.05,-20.69,NAO_ATINGIDA,False,2346,56102.43,0.797
5000024,MUNICIPIO_MS_24,MS,50,MATO GROSSO DO SUL,Centro-Oeste,2021,70.15,70.83,52.0,-0.67,18.15,NAO_ATINGIDA,True,734,69765.86,0.814
5000024,MUNICIPIO_MS_24,MS,50,MATO GROSSO DO SUL,Centro-Oeste,2022,69.69,73.65,56.0,-3.96,13.69,NAO_ATINGIDA,True,734,69765.86,0.814
5000024,MUNICIPIO_MS_24,MS,50,MATO GROSSO DO SUL,Centro-Oeste,2023,67.41,76.85,60.0,-9.44,7.41,NAO_ATINGIDA,True,734,69765.86,0.814
5000024,MUNICIPIO_MS_24,MS,50,MATO GROSSO DO SUL,Centro-Oeste,2024,71.67,77.77,65.0,-6.1,6.67,NAO_ATINGIDA,True,734,69765.86,0.814
5100025,MUNICIPIO_MT_25,MT,51,MATO GROSSO,Centro-Oeste,2021,66.93,59.7,52.0,7.23,14.93,ATINGIDA,True,613,62772.82,0.763
5100025,MUNICIPIO_MT_25,MT,51,MATO GROSSO,Centro-Oeste,2022,66.31,62.21,56.0,4.1,10.31,ATINGIDA,True,613,62772.82,0.763
5100025,MUNICIPIO_MT_25,MT,51,MATO GROSSO,Centro-Oeste,2023,69.14,66.0,60.0,3.14,9.14,ATINGIDA,True,613,62772.82,0.763
5100025,MUNICIPIO_MT_25,MT,51,MATO GROSSO,Centro-Oeste,2024,72.96,66.12,65.0,6.84,7.96,ATINGIDA,True,613,62772.82,0.763
5200026,MUNICIPIO_GO_26,GO,52,GOIAS,Centro-Oeste,2021,66.15,60.92,52.0,5.22,14.15,ATINGIDA,True,245,51298.16,0.791
5200026,MUNICIPIO_GO_26,GO,52,GOIAS,Centro-Oeste,2022,63.36,59.97,56.0,3.38,7.36,ATINGIDA,True,245,51298.16,0.791
5200026,MUNICIPIO_GO_26,GO,52,GOIAS,Centro-Oeste,2023,69.18,64.26,60.0,4.91,9.18,ATINGIDA,True,245,51298.16,0.791
5200026,MUNICIPIO_GO_26,GO,52,GOIAS,Centro-Oeste,2024,66.37,68.03,65.0,-1.66,1.37,NAO_ATINGIDA,True,245,51298.16,0.791
5300027,MUNICIPIO_DF_27,DF,53,DISTRITO FEDERAL,Centro-Oeste,2021,66.47,67.46,52.0,-0.99,14.47,NAO_ATINGIDA,True,533,25523.56,0.83
5300027,MUNICIPIO_DF_27,DF,53,DISTRITO FEDERAL,Centro-Oeste,2022,66.81,67.64,56.0,-0.82,10.81,NAO_ATINGIDA,True,533,25523.56,0.83
5300027,MUNICIPIO_DF_27,DF,53,DISTRITO FEDERAL,Centro-Oeste,2023,73.07,69.05,60.0,4.02,13.07,ATINGIDA,True,533,25523.56,0.83
5300027,MUNICIPIO_DF_27,DF,53,DISTRITO FEDERAL,Centro-Oeste,2024,70.86,71.49,65.0,-0.63,5.86,NAO_ATINGIDA,True,533,25523.56,0.83
1100028,MUNICIPIO_RO_28,RO,11,RONDONIA,Norte,2021,74.12,75.47,52.0,-1.35,22.12,NAO_ATINGIDA,True,519,44046.52,0.875
1100028,MUNICIPIO_RO_28,RO,11,RONDONIA,Norte,2022,74.14,73.36,56.0,0.78,18.14,ATINGIDA,True,519,44046.52,0.875
1100028,MUNICIPIO_RO_28,RO,11,RONDONIA,Norte,2023,73.87,75.83,60.0,-1.96,13.87,NAO_ATINGIDA,True,519,44046.52,0.875
1100028,MUNICIPIO_RO_28,RO,11,RONDONIA,Norte,2024,77.92,80.73,65.0,-2.81,12.92,NAO_ATINGIDA,True,519,44046.52,0.875
1200029,MUNICIPIO_AC_29,AC,12,ACRE,Norte,2021,62.88,65.62,52.0,-2.74,10.88,NAO_ATINGIDA,True,2334,84830.18,0.844
1200029,MUNICIPIO_AC_29,AC,12,ACRE,Norte,2022,62.7,67.9,56.0,-5.2,6.7,NAO_ATINGIDA,True,2334,84830.18,0.844
1200029,MUNICIPIO_AC_29,AC,12,ACRE,Norte,2023,64.14,67.73,60.0,-3.59,4.14,NAO_ATINGIDA,True,2334,84830.18,0.844
1200029,MUNICIPIO_AC_29,AC,12,ACRE,Norte,2024,65.99,71.75,65.0,-5.76,0.99,NAO_ATINGIDA,True,2334,84830.18,0.844
1300030,MUNICIPIO_AM_30,AM,13,AMAZONAS,Norte,2021,59.2,53.74,52.0,5.46,7.2,ATINGIDA,True,4099,89252.86,0.77
1300030,MUNICIPIO_AM_30,AM,13,AMAZONAS,Norte,2022,63.14,59.74,56.0,3.4,7.14,ATINGIDA,True,4099,89252.86,0.77
1300030,MUNICIPIO_AM_30,AM,13,AMAZONAS,Norte,2023,68.56,58.82,60.0,9.73,8.56,ATINGIDA,True,4099,89252.86,0.77
1300030,MUNICIPIO_AM_30,AM,13,AMAZONAS,Norte,2024,70.12,63.7,65.0,6.42,5.12,ATINGIDA,True,4099,89252.86,0.77
1400031,MUNICIPIO_RR_31,RR,14,RORAIMA,Norte,2021,58.47,57.84,52.0,0.63,6.47,ATINGIDA,True,938,12899.53,0.793
1400031,MUNICIPIO_RR_31,RR,14,RORAIMA,Norte,2022,61.75,58.92,56.0,2.83,5.75,ATINGIDA,True,938,12899.53,0.793
1400031,MUNICIPIO_RR_31,RR,14,RORAIMA,Norte,2023,60.23,62.04,60.0,-1.8,0.23,NAO_ATINGIDA,True,938,12899.53,0.793
1400031,MUNICIPIO_RR_31,RR,14,RORAIMA,Norte,2024,58.09,64.44,65.0,-6.35,-6.91,NAO_ATINGIDA,True,938,12899.53,0.793
1500032,MUNICIPIO_PA_32,PA,15,PARA,Norte,2021,70.47,68.96,52.0,1.52,18.47,ATINGIDA,True,373,77538.31,0.843
1500032,MUNICIPIO_PA_32,PA,15,PARA,Norte,2022,69.94,73.19,56.0,-3.24,13.94,NAO_ATINGIDA,True,373,77538.31,0.843
1500032,MUNICIPIO_PA_32,PA,15,PARA,Norte,2023,68.97,71.46,60.0,-2.5,8.97,NAO_ATINGIDA,True,373,77538.31,0.843
1500032,MUNICIPIO_PA_32,PA,15,PARA,Norte,2024,69.5,76.55,65.0,-7.05,4.5,NAO_ATINGIDA,True,373,77538.31,0.843
1600033,MUNICIPIO_AP_33,AP,16,AMAPA,Norte,2021,63.63,61.97,52.0,1.66,11.63,ATINGIDA,True,596,20393.18,0.825
1600033,MUNICIPIO_AP_33,AP,16,AMAPA,Norte,2022,65.83,68.48,56.0,-2.65,9.83,NAO_ATINGIDA,True,596,20393.18,0.825
1600033,MUNICIPIO_AP_33,AP,16,AMAPA,Norte,2023,62.99,69.61,60.0,-6.63,2.99,NAO_ATINGIDA,True,596,20393.18,0.825
1600033,MUNICIPIO_AP_33,AP,16,AMAPA,Norte,2024,60.26,72.28,65.0,-12.02,-4.74,NAO_ATINGIDA,True,596,20393.18,0.825
1700034,MUNICIPIO_TO_34,TO,17,TOCANTINS,Norte,2021,77.01,74.7,52.0,2.31,25.01,ATINGIDA,True,848,74530.39,0.851
1700034,MUNICIPIO_TO_34,TO,17,TOCANTINS,Norte,2022,82.94,79.11,56.0,3.83,26.94,ATINGIDA,True,848,74530.39,0.851
1700034,MUNICIPIO_TO_34,TO,17,TOCANTINS,Norte,2023,84.38,76.64,60.0,7.74,24.38,ATINGIDA,True,848,74530.39,0.851
1700034,MUNICIPIO_TO_34,TO,17,TOCANTINS,Norte,2024,82.87,80.92,65.0,1.95,17.87,ATINGIDA,True,848,74530.39,0.851
2100035,MUNICIPIO_MA_35,MA,21,MARANHAO,Nordeste,2021,49.75,49.5,52.0,0.25,-2.25,ATINGIDA,False,406,21861.89,0.743
2100035,MUNICIPIO_MA_35,MA,21,MARANHAO,Nordeste,2022,55.85,48.56,56.0,7.28,-0.15,ATINGIDA,True,406,21861.89,0.743
2100035,MUNICIPIO_MA_35,MA,21,MARANHAO,Nordeste,2023,59.42,49.81,60.0,9.61,-0.58,ATINGIDA,True,406,21861.89,0.743
2100035,MUNICIPIO_MA_35,MA,21,MARANHAO,Nordeste,2024,59.71,55.51,65.0,4.21,-5.29,ATINGIDA,True,406,21861.89,0.743
2200036,MUNICIPIO_PI_36,PI,22,PIAUI,Nordeste,2021,47.16,48.21,52.0,-1.05,-4.84,NAO_ATINGIDA,False,1113,92499.94,0.734
2200036,MUNICIPIO_PI_36,PI,22,PIAUI,Nordeste,2022,46.34,47.98,56.0,-1.64,-9.66,NAO_ATINGIDA,False,1113,92499.94,0.734
2200036,MUNICIPIO_PI_36,PI,22,PIAUI,Nordeste,2023,52.19,49.64,60.0,2.55,-7.81,ATINGIDA,True,1113,92499.94,0.734
2200036,MUNICIPIO_PI_36,PI,22,PIAUI,Nordeste,2024,56.57,52.5,65.0,4.07,-8.43,ATINGIDA,True,1113,92499.94,0.734
2300037,MUNICIPIO_CE_37,CE,23,CEARA,Nordeste,2021,61.51,62.85,52.0,-1.34,9.51,NAO_ATINGIDA,True,415,86796.11,0.878
2300037,MUNICIPIO_CE_37,CE,23,CEARA,Nordeste,2022,61.21,64.3,56.0,-3.08,5.21,NAO_ATINGIDA,True,415,86796.11,0.878
2300037,MUNICIPIO_CE_37,CE,23,CEARA,Nordeste,2023,60.43,69.4,60.0,-8.97,0.43,NAO_ATINGIDA,True,415,86796.11,0.878
2300037,MUNICIPIO_CE_37,CE,23,CEARA,Nordeste,2024,62.39,71.46,65.0,-9.07,-2.61,NAO_ATINGIDA,True,415,86796.11,0.878
2400038,MUNICIPIO_RN_38,RN,24,RIO GRANDE DO NORTE,Nordeste,2021,64.75,68.5,52.0,-3.75,12.75,NAO_ATINGIDA,True,548,56496.0,0.858
2400038,MUNICIPIO_RN_38,RN,24,RIO GRANDE DO NORTE,Nordeste,2022,67.73,70.06,56.0,-2.33,11.73,NAO_ATINGIDA,True,548,56496.0,0.858
2400038,MUNICIPIO_RN_38,RN,24,RIO GRANDE DO NORTE,Nordeste,2023,65.26,72.61,60.0,-7.34,5.26,NAO_ATINGIDA,True,548,56496.0,0.858
2400038,MUNICIPIO_RN_38,RN,24,RIO GRANDE DO NORTE,Nordeste,2024,72.26,74.28,65.0,-2.02,7.26,NAO_ATINGIDA,True,548,56496.0,0.858
2500039,MUNICIPIO_PB_39,PB,25,PARAIBA,Nordeste,2021,42.72,49.21,52.0,-6.49,-9.28,NAO_ATINGIDA,False,624,14188.46,0.767
2500039,MUNICIPIO_PB_39,PB,25,PARAIBA,Nordeste,2022,48.28,50.57,56.0,-2.29,-7.72,NAO_ATINGIDA,False,624,14188.46,0.767
2500039,MUNICIPIO_PB_39,PB,25,PARAIBA,Nordeste,2023,49.44,50.43,60.0,-1.0,-10.56,NAO_ATINGIDA,False,624,14188.46,0.767
2500039,MUNICIPIO_PB_39,PB,25,PARAIBA,Nordeste,2024,54.65,51.72,65.0,2.93,-10.35,ATINGIDA,True,624,14188.46,0.767
2600040,MUNICIPIO_PE_40,PE,26,PERNAMBUCO,Nordeste,2021,46.84,46.94,52.0,-0.1,-5.16,NAO_ATINGIDA,False,1160,83771.96,0.734
2600040,MUNICIPIO_PE_40,PE,26,PERNAMBUCO,Nordeste,2022,50.21,47.34,56.0,2.87,-5.79,ATINGIDA,True,1160,83771.96,0.734
2600040,MUNICIPIO_PE_40,PE,26,PERNAMBUCO,Nordeste,2023,52.07,49.83,60.0,2.24,-7.93,ATINGIDA,True,1160,83771.96,0.734
2600040,MUNICIPIO_PE_40,PE,26,PERNAMBUCO,Nordeste,2024,55.11,54.05,65.0,1.06,-9.89,ATINGIDA,True,1160,83771.96,0.734
2700041,MUNICIPIO_AL_41,AL,27,ALAGOAS,Nordeste,2021,69.7,64.14,52.0,5.55,17.7,ATINGIDA,True,446,41727.51,0.828
2700041,MUNICIPIO_AL_41,AL,27,ALAGOAS,Nordeste,2022,71.54,67.8,56.0,3.74,15.54,ATINGIDA,True,446,41727.51,0.828
2700041,MUNICIPIO_AL_41,AL,27,ALAGOAS,Nordeste,2023,79.23,69.93,60.0,9.3,19.23,ATINGIDA,True,446,41727.51,0.828
